uid,pubdate,epubdate,source,authors,lastauthor,title,sorttitle,volume,issue,pages,lang,nlmuniqueid,issn,essn,pubtype,recordstatus,pubstatus,articleids,history,references,attributes,pmcrefcount,fulljournalname,elocationid,doctype,srccontriblist,booktitle,medium,edition,publisherlocation,publishername,srcdate,reportnumber,availablefromurl,locationlabel,doccontriblist,docdate,bookname,chapter,sortpubdate,sortfirstauthor,vernaculartitle
35790461,2022 Jan-Dec,,Technol Cancer Res Treat,"[{'name': 'Yang YJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gao ZF', 'authtype': 'Author', 'clusterid': ''}]",Gao ZF,Bio-inspired Superwettable Surface for the Detection of Cancer Biomarker: A Mini Review.,bio inspired superwettable surface for the detection of cancer biomarker a mini review,21,,15330338221110670,['eng'],101140941,1533-0346,1533-0338,"['Journal Article', 'Review', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '35790461'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC9340408'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC9340408;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1177/15330338221110670'}]","[{'pubstatus': 'entrez', 'date': '2022/07/05 21:56'}, {'pubstatus': 'pubmed', 'date': '2022/07/06 06:00'}, {'pubstatus': 'medline', 'date': '2022/07/08 06:00'}, {'pubstatus': 'pmc-release', 'date': '2022/07/05 00:00'}]",[],['Has Abstract'],39,Technology in cancer research & treatment,doi: 10.1177/15330338221110670,citation,[],,,,,,,,,,[],,,,2022/01/01 00:00,Yang YJ,
37096582,2023 Jul,2023 Apr 25,J Urol,"[{'name': 'Wei JT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Barocas D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carlsson S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Coakley F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Eggener S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Etzioni R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fine SW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Han M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kim SK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kirkby E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Konety BR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Miner M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Moses K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nissenberg MG', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pinto PA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Salami SS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Souter L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Thompson IM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lin DW', 'authtype': 'Author', 'clusterid': ''}]",Lin DW,Early Detection of Prostate Cancer: AUA/SUO Guideline Part I: Prostate Cancer Screening.,early detection of prostate cancer aua suo guideline part i prostate cancer screening,210,1,46-53,['eng'],0376374,0022-5347,1527-3792,"['Journal Article', 'Practice Guideline']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '37096582'}, {'idtype': 'mid', 'idtypen': 8, 'value': 'NIHMS1954227'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC11060750'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC11060750;manuscript-id: NIHMS1954227;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1097/JU.0000000000003491'}]","[{'pubstatus': 'medline', 'date': '2023/06/12 06:42'}, {'pubstatus': 'pubmed', 'date': '2023/04/25 06:42'}, {'pubstatus': 'entrez', 'date': '2023/04/25 05:03'}, {'pubstatus': 'pmc-release', 'date': '2024/07/01 00:00'}]","[{'refsource': 'J Urol. 2025 Jul;214(1):111. doi: 10.1097/JU.0000000000004546.', 'reftype': 'Erratum in', 'pmid': 40488244, 'note': ''}]",['Has Abstract'],52,The Journal of urology,doi: 10.1097/JU.0000000000003491,citation,[],,,,,,,,,,[],,,,2023/07/01 00:00,Wei JT,
33507815,2021 May 1,2021 Jan 28,J Clin Oncol,"[{'name': 'Korde LA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Somerfield MR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carey LA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Crews JR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Denduluri N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hwang ES', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Khan SA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Loibl S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Morris EA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Perez A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Regan MM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Spears PA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sudheendra PK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Symmans WF', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yung RL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Harvey BE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hershman DL', 'authtype': 'Author', 'clusterid': ''}]",Hershman DL,"Neoadjuvant Chemotherapy, Endocrine Therapy, and Targeted Therapy for Breast Cancer: ASCO Guideline.",neoadjuvant chemotherapy endocrine therapy and targeted therapy for breast cancer asco guideline,39,13,1485-1505,['eng'],8309333,0732-183X,1527-7755,['Journal Article'],PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '33507815'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC8274745'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC8274745;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1200/JCO.20.03399'}]","[{'pubstatus': 'pubmed', 'date': '2021/01/29 06:00'}, {'pubstatus': 'medline', 'date': '2021/10/12 06:00'}, {'pubstatus': 'entrez', 'date': '2021/01/28 17:14'}, {'pubstatus': 'pmc-release', 'date': '2022/05/01 00:00'}]",[],['Has Abstract'],135,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,doi: 10.1200/JCO.20.03399,citation,[],,,,,,,,,,[],,,,2021/05/01 00:00,Korde LA,
23880848,2013 Jul 4,2013 Jul 4,Int J Mol Sci,"[{'name': 'Cernei N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Heger Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gumulec J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zitka O', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Masarik M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Babula P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Eckschlager T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Stiborova M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kizek R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Adam V', 'authtype': 'Author', 'clusterid': ''}]",Adam V,Sarcosine as a potential prostate cancer biomarker--a review.,sarcosine as a potential prostate cancer biomarker a review,14,7,13893-908,['eng'],101092791,1422-0067,1422-0067,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,3,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '23880848'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC3742224'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC3742224;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.3390/ijms140713893'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'ijms140713893'}]","[{'pubstatus': 'received', 'date': '2013/05/22 00:00'}, {'pubstatus': 'revised', 'date': '2013/06/20 00:00'}, {'pubstatus': 'accepted', 'date': '2013/06/22 00:00'}, {'pubstatus': 'entrez', 'date': '2013/07/25 06:00'}, {'pubstatus': 'pubmed', 'date': '2013/07/25 06:00'}, {'pubstatus': 'medline', 'date': '2014/02/12 06:00'}, {'pubstatus': 'pmc-release', 'date': '2013/07/01 00:00'}]",[],['Has Abstract'],73,International journal of molecular sciences,doi: 10.3390/ijms140713893,citation,[],,,,,,,,,,[],,,,2013/07/04 00:00,Cernei N,
29846122,2018 Jul 10,2018 May 30,J Clin Oncol,"[{'name': 'Wolff AC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hammond MEH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Allison KH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Harvey BE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mangu PB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bartlett JMS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bilous M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ellis IO', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fitzgibbons P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hanna W', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jenkins RB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Press MF', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Spears PA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Vance GH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Viale G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McShane LM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dowsett M', 'authtype': 'Author', 'clusterid': ''}]",Dowsett M,Human Epidermal Growth Factor Receptor 2 Testing in Breast Cancer: American Society of Clinical Oncology/College of American Pathologists Clinical Practice Guideline Focused Update.,human epidermal growth factor receptor 2 testing in breast cancer american society of clinical oncology college of american pathologists clinical practice guideline focused update,36,20,2105-2122,['eng'],8309333,0732-183X,1527-7755,"['Journal Article', 'Practice Guideline']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '29846122'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1200/JCO.2018.77.8738'}]","[{'pubstatus': 'pubmed', 'date': '2018/05/31 06:00'}, {'pubstatus': 'medline', 'date': '2019/10/08 06:00'}, {'pubstatus': 'entrez', 'date': '2018/05/31 06:00'}]","[{'refsource': 'Arch Pathol Lab Med. 2019 Apr;143(4):413-414. doi: 10.5858/arpa.2018-0906-LE.', 'reftype': 'Comment in', 'pmid': 30605367, 'note': ''}, {'refsource': 'Arch Pathol Lab Med. 2019 Apr;143(4):412-413. doi: 10.5858/arpa.2018-0905-LE.', 'reftype': 'Comment in', 'pmid': 30605368, 'note': ''}, {'refsource': 'Arch Pathol Lab Med. 2019 Apr;143(4):411-412. doi: 10.5858/arpa.2018-0904-LE.', 'reftype': 'Comment in', 'pmid': 30605369, 'note': ''}, {'refsource': 'J Natl Compr Canc Netw. 2021 Jun 30;19(6):xxiii. doi: 10.6004/jnccn.2021.7060.', 'reftype': 'Comment in', 'pmid': 34214970, 'note': ''}, {'refsource': 'J Natl Compr Canc Netw. 2021 Jun 30;19(6):xxii. doi: 10.6004/jnccn.2021.7053.', 'reftype': 'Comment in', 'pmid': 34214971, 'note': ''}]",['Has Abstract'],,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,doi: 10.1200/JCO.2018.77.8738,citation,[],,,,,,,,,,[],,,,2018/07/10 00:00,Wolff AC,
26446381,2016,,Anticancer Agents Med Chem,"[{'name': 'Zhang L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huang H', 'authtype': 'Author', 'clusterid': ''}]",Huang H,Targeting the Cancer Biomarker CD47: A Review on the Diverse Mechanisms of the CD47 Pathway in Cancer Treatment.,targeting the cancer biomarker cd47 a review on the diverse mechanisms of the cd47 pathway in cancer treatment,16,6,658-67,['eng'],101265649,1871-5206,1875-5992,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '26446381'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.2174/1871520615666151008123223'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'ACAMC-EPUB-70945'}]","[{'pubstatus': 'received', 'date': '2015/05/20 00:00'}, {'pubstatus': 'revised', 'date': '2015/10/01 00:00'}, {'pubstatus': 'accepted', 'date': '2015/10/07 00:00'}, {'pubstatus': 'entrez', 'date': '2015/10/09 06:00'}, {'pubstatus': 'pubmed', 'date': '2015/10/09 06:00'}, {'pubstatus': 'medline', 'date': '2017/06/02 06:00'}]",[],['Has Abstract'],,Anti-cancer agents in medicinal chemistry,,citation,[],,,,,,,,,,[],,,,2016/01/01 00:00,Zhang L,
21414433,2011 Mar 25,2011 Mar 2,Anal Chim Acta,"[{'name': 'Bakry R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rainer M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huck CW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bonn GK', 'authtype': 'Author', 'clusterid': ''}]",Bonn GK,Protein profiling for cancer biomarker discovery using matrix-assisted laser desorption/ionization time-of-flight mass spectrometry and infrared imaging: a review.,protein profiling for cancer biomarker discovery using matrix assisted laser desorption ionization time of flight mass spectrometry and infrared imaging a review,690,1,26-34,['eng'],0370534,0003-2670,1873-4324,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '21414433'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.aca.2011.01.044'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0003-2670(11)00132-2'}]","[{'pubstatus': 'received', 'date': '2010/09/23 00:00'}, {'pubstatus': 'revised', 'date': '2011/01/18 00:00'}, {'pubstatus': 'accepted', 'date': '2011/01/20 00:00'}, {'pubstatus': 'entrez', 'date': '2011/03/19 06:00'}, {'pubstatus': 'pubmed', 'date': '2011/03/19 06:00'}, {'pubstatus': 'medline', 'date': '2011/06/30 06:00'}]",[],['Has Abstract'],,Analytica chimica acta,doi: 10.1016/j.aca.2011.01.044,citation,[],,,,,,,,,,[],,,,2011/03/25 00:00,Bakry R,
38695575,2024 Oct 3,,Neuro Oncol,"[{'name': 'Wang JZ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Landry AP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Raleigh DR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sahm F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Walsh KM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Goldbrunner R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yefet LS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tonn JC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gui C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ostrom QT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Barnholtz-Sloan J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Perry A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ellenbogen Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hanemann CO', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jungwirth G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jenkinson MD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tabatabai G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mathiesen TI', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McDermott MW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tatagiba M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'la Fougère C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Maas SLN', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Galldiks N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Albert NL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brastianos PK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ehret F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Minniti G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lamszus K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ricklefs FL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Schittenhelm J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Drummond KJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dunn IF', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pathmanaban ON', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cohen-Gadol AA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sulman EP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tabouret E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Le Rhun E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mawrin C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Moliterno J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Weller M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bi WL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gao A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yip S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Niyazi M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'International Consortium on Meningiomas (ICOM)', 'authtype': 'CollectiveName', 'clusterid': ''}, {'name': 'Aldape K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wen PY', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Short S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Preusser M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nassiri F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zadeh G', 'authtype': 'Author', 'clusterid': ''}]",Zadeh G,"Meningioma: International Consortium on Meningiomas consensus review on scientific advances and treatment paradigms for clinicians, researchers, and patients.",meningioma international consortium on meningiomas consensus review on scientific advances and treatment paradigms for clinicians researchers and patients,26,10,1742-1780,['eng'],100887420,1522-8517,1523-5866,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '38695575'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC11449035'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC11449035;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1093/neuonc/noae082'}, {'idtype': 'pii', 'idtypen': 4, 'value': '7663195'}]","[{'pubstatus': 'medline', 'date': '2024/10/04 08:42'}, {'pubstatus': 'pubmed', 'date': '2024/05/02 13:01'}, {'pubstatus': 'entrez', 'date': '2024/05/02 09:04'}, {'pubstatus': 'pmc-release', 'date': '2024/05/02 00:00'}]",[],['Has Abstract'],430,Neuro-oncology,doi: 10.1093/neuonc/noae082,citation,[],,,,,,,,,,[],,,,2024/10/03 00:00,Wang JZ,
39579327,2024 Dec,2024 Nov 23,Endocr Pathol,"[{'name': 'Mete O', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Boucher A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Schrader KA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Abdel-Rahman O', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bahig H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ho C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hasan OK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lemieux B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Winquist E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wong R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wu J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chau N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ezzat S', 'authtype': 'Author', 'clusterid': ''}]",Ezzat S,Consensus Statement: Recommendations on Actionable Biomarker Testing for Thyroid Cancer Management.,consensus statement recommendations on actionable biomarker testing for thyroid cancer management,35,4,293-308,['eng'],9009288,1046-3976,1559-0097,"['Journal Article', 'Consensus Statement']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '39579327'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC11659332'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC11659332;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1007/s12022-024-09836-x'}, {'idtype': 'pii', 'idtypen': 4, 'value': '10.1007/s12022-024-09836-x'}]","[{'pubstatus': 'accepted', 'date': '2024/10/27 00:00'}, {'pubstatus': 'medline', 'date': '2024/12/20 06:24'}, {'pubstatus': 'pubmed', 'date': '2024/11/24 00:43'}, {'pubstatus': 'entrez', 'date': '2024/11/23 11:17'}, {'pubstatus': 'pmc-release', 'date': '2024/11/23 00:00'}]","[{'refsource': 'Endocr Pathol. 2024 Dec;35(4):309-310. doi: 10.1007/s12022-024-09843-y.', 'reftype': 'Erratum in', 'pmid': 39641850, 'note': ''}]",['Has Abstract'],76,Endocrine pathology,doi: 10.1007/s12022-024-09836-x,citation,[],,,,,,,,,,[],,,,2024/12/01 00:00,Mete O,
37096575,2023 Jul,2023 Apr 25,J Urol,"[{'name': 'Wei JT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Barocas D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carlsson S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Coakley F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Eggener S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Etzioni R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fine SW', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Han M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kim SK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kirkby E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Konety BR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Miner M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Moses K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nissenberg MG', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pinto PA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Salami SS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Souter L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Thompson IM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lin DW', 'authtype': 'Author', 'clusterid': ''}]",Lin DW,Early Detection of Prostate Cancer: AUA/SUO Guideline Part II: Considerations for a Prostate Biopsy.,early detection of prostate cancer aua suo guideline part ii considerations for a prostate biopsy,210,1,54-63,['eng'],0376374,0022-5347,1527-3792,"['Journal Article', 'Practice Guideline']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '37096575'}, {'idtype': 'mid', 'idtypen': 8, 'value': 'NIHMS2007964'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC11321723'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC11321723;manuscript-id: NIHMS2007964;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1097/JU.0000000000003492'}]","[{'pubstatus': 'medline', 'date': '2023/06/12 06:42'}, {'pubstatus': 'pubmed', 'date': '2023/04/25 06:42'}, {'pubstatus': 'entrez', 'date': '2023/04/25 05:02'}, {'pubstatus': 'pmc-release', 'date': '2024/08/13 00:00'}]",[],['Has Abstract'],50,The Journal of urology,doi: 10.1097/JU.0000000000003492,citation,[],,,,,,,,,,[],,,,2023/07/01 00:00,Wei JT,
37301249,2023 Aug,2023 Jun 9,Drug Discov Today,"[{'name': 'Tripathi AD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Katiyar S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mishra A', 'authtype': 'Author', 'clusterid': ''}]",Mishra A,Glypican1: A potential cancer biomarker for nanotargeted therapy.,glypican1 a potential cancer biomarker for nanotargeted therapy,28,8,103660,['eng'],9604391,1359-6446,1878-5832,"['Journal Article', 'Review', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '37301249'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.drudis.2023.103660'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S1359-6446(23)00176-9'}]","[{'pubstatus': 'received', 'date': '2023/03/13 00:00'}, {'pubstatus': 'revised', 'date': '2023/05/11 00:00'}, {'pubstatus': 'accepted', 'date': '2023/06/05 00:00'}, {'pubstatus': 'medline', 'date': '2023/07/24 06:42'}, {'pubstatus': 'pubmed', 'date': '2023/06/11 01:06'}, {'pubstatus': 'entrez', 'date': '2023/06/10 19:24'}]",[],['Has Abstract'],,Drug discovery today,doi: 10.1016/j.drudis.2023.103660,citation,[],,,,,,,,,,[],,,,2023/08/01 00:00,Tripathi AD,
35382724,2023,,Curr Mol Med,"[{'name': 'Hasheminasabgorji E', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mishan MA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tabari MAK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bagheri A', 'authtype': 'Author', 'clusterid': ''}]",Bagheri A,miR-638: A Promising Cancer Biomarker with Therapeutic Potential.,mir 638 a promising cancer biomarker with therapeutic potential,23,5,377-389,['eng'],101093076,1566-5240,1875-5666,"['Review', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '35382724'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.2174/1566524022666220405125900'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'CMM-EPUB-122289'}]","[{'pubstatus': 'received', 'date': '2021/10/26 00:00'}, {'pubstatus': 'revised', 'date': '2022/02/03 00:00'}, {'pubstatus': 'accepted', 'date': '2022/02/16 00:00'}, {'pubstatus': 'medline', 'date': '2023/04/12 06:42'}, {'pubstatus': 'pubmed', 'date': '2022/04/07 06:00'}, {'pubstatus': 'entrez', 'date': '2022/04/06 05:21'}]",[],['Has Abstract'],,Current molecular medicine,doi: 10.2174/1566524022666220405125900,citation,[],,,,,,,,,,[],,,,2023/01/01 00:00,Hasheminasabgorji E,
