,SMP000,SMP001,SMP002,SMP003,SMP004,SMP005,SMP006,SMP007,SMP008,SMP009,SMP010,SMP011,SMP012,SMP013,SMP014,SMP015,SMP016,SMP017,SMP018,SMP019,SMP020,SMP021,SMP022,SMP023,SMP024,SMP025,SMP026,SMP027,SMP028,SMP029,SMP030,SMP031,SMP032,SMP033,SMP034,SMP035,SMP036,SMP037,SMP038,SMP039
GENE0010,18.36036551253405,22.16219808072671,30.27324253487317,16.496189484258124,26.064744815671833,17.585603846143684,18.939106594339144,30.40963566978769,7.414739284901185,10.504080870209464,9.572623456460155,6.253816641913346,14.30870051573283,29.216013014308434,17.418937332009634,22.173437000878277,34.62613515934067,39.01097692465443,19.403064793473447,39.51944956552011,21.032383664815587,13.214317331130149,14.921450729070678,9.580518787665143,12.883315126205364,16.79349578789576,30.017859154528956,47.48362503893215,10.063441889720455,24.444707593087504,11.938017198787849,25.466109888073465,18.811279713095356,8.040948807218662,31.94924327195592,14.842573566038242,15.379721881910095,11.764938494809401,14.481302892249268,24.8770382739114
GENE0011,18.272146104559514,23.672901589986648,24.06987183166969,38.87420140936729,16.92187095442846,9.598156910740688,34.247419139781606,17.01773293052118,35.06825208941054,24.329474472707684,18.810801164782475,23.912179867733098,53.277083203958966,56.74061478952441,20.79454239799057,21.76047599804265,34.40218496315962,13.159836260602734,23.725138597421488,19.827474482970366,23.49891161280334,13.240967171201412,9.072213252205382,7.124277247088831,11.48805664975755,15.96920783264327,17.34673330747402,52.91122881191426,34.917798502458645,12.415608633837703,23.899420845200794,16.386550088977263,17.423468833785996,22.03567706692864,27.37377829062193,16.951744655506605,34.18974572020457,11.34787937119907,20.149299654358217,73.61412059903046
GENE0012,22.45559651989946,41.124631695095985,21.026006768963605,26.85329541437771,19.5232956800847,18.445053091597384,13.602570763916832,24.90704460893051,13.121228376712768,28.016471866625658,34.55815310375326,24.125411489004012,17.407055860050512,25.203497880190422,17.212975212220744,32.065271595924735,8.038937782775,16.982719310998636,7.423079532694201,9.511195561354164,39.72302978754308,31.424646046805414,14.016845879400385,9.475867201262773,4.561883475312043,15.306112310421009,67.37051815484445,24.964183452622983,15.183569009911897,25.34395157065636,9.202919986208514,17.310933890396864,21.10982847450854,19.23919633989587,29.826673016502824,23.862844196761095,28.0548917037306,14.236567902972396,31.46600334757485,45.352643857390106
GENE0013,12.365684288153108,12.886138157039525,39.169256579349586,18.252973653124492,40.524660742797664,16.09859730133021,41.575987960806785,21.450391745542838,22.853731579902522,43.91952626534603,16.762005725920293,12.546464993022628,16.050145195534004,25.182944890235422,9.180856160087833,27.62539480516733,15.342309538006589,35.6556040324251,6.067033966738207,13.554479897814076,8.643139841521673,13.28831751400282,22.733348664088453,18.36389828003165,17.695514962580084,18.548845766919843,22.235589154087666,12.130609621477733,28.600517739724566,27.975607931183664,24.349686356961623,26.529749378269123,23.294307103688205,55.56406344470006,19.22964145755143,17.226663566323023,13.780247273787865,11.987550641318997,10.78077123653371,12.879042056108407
GENE0014,19.38810646350021,23.73967179836723,20.60576784902627,13.697760622821797,31.503299362397712,29.06998899932364,18.54454816302267,14.491205202763387,26.422448225519584,22.064870942667746,9.737032212930046,19.41429930246578,22.897274958572567,12.809058382365405,22.08550909537922,9.704490896333743,39.17712576227802,37.4862797438021,17.703127747174392,24.088322245159073,6.01970958883668,11.266414927602666,17.341639896570605,11.750942960017877,28.708643403657216,54.524397681262556,11.152822894810399,13.213886681842954,22.594899255711052,44.95032873548361,10.900545607649901,22.748928858677772,49.93136814538335,8.794446352131711,10.585291006717016,16.25168664242491,15.482429395969836,30.153489181095736,22.665180765827397,8.26904454885232
GENE0015,25.989827239768385,15.047781268728912,37.98622554940393,14.675893236722427,14.609797399951225,26.326230653601804,29.413779092581393,25.129681615285573,8.646904030327052,26.285493786571035,11.975297353309967,22.592953277878113,9.856516226538414,25.107361092793383,13.419388280725602,10.577008911378233,28.70037153755528,22.665008532140295,14.776108698663924,41.495684111301976,16.113763607100008,20.410589044441323,22.97615005613684,14.734136801037575,25.420810426379166,15.38316648871056,16.349230612423383,39.69881426638619,11.937765826456854,6.011112469736818,44.946302411735076,71.85598993715132,16.401378190006504,7.626133595379263,17.197396600066863,17.40728027078089,18.26593919659447,11.511033141438613,26.836974205745435,26.108310866414566
GENE0016,9.51431198896692,28.49128827107486,56.05551230958006,21.888911102111475,16.96813916707341,18.708882157861076,27.320255409909688,8.454207084126816,21.806222208730652,16.523242486713837,50.5980231059596,18.410361536415053,46.244558619179664,11.566692724363667,26.940469094656688,23.56352891878608,13.006853047562107,21.948483698025857,36.828036569861275,17.083347316154875,8.61942757118213,19.909929691645914,12.791596765061792,16.925638285430402,19.28265746792862,8.560630910987701,8.95463101527775,25.56012238805064,15.465947194964283,5.571296708503321,29.737890832865844,23.015890706202786,14.056186061866354,10.397702772316496,30.505407047810756,23.919052360942796,66.10875185475446,24.781422986797097,24.38215642293147,18.47717219854721
GENE0017,30.21649398095412,27.45484350401495,37.55710235561978,15.476744472981538,16.1560769968821,15.806929416350407,29.82660739027232,42.486535762488195,15.967888765003906,16.242205564003456,23.500897500580496,17.763028558944505,32.33100983790904,6.5150269989564915,13.285158056966297,13.582630848672705,6.2954175379720585,12.406006838991406,12.710417617750588,18.164110065180115,35.03974349979724,17.769254248519704,11.996238470586281,19.521623124408972,33.939747178982984,12.329818439205178,12.739565673989178,26.556498428404396,17.97949500447035,27.76405907845098,19.948951869825482,28.526452766654923,11.970687377950886,19.96453949443147,18.077263579507857,10.93593917989259,9.191333471059291,28.300359779851266,16.852917865370948,12.047532403529479
GENE0018,19.142491147231187,35.30446448745379,6.421367346299724,9.503694854534931,12.66138460288834,41.703682462547256,23.133770849297584,29.478424421876813,11.357968186078065,11.475703512712721,25.126092759813623,20.679382004546785,26.42655588838511,18.28652600057977,23.082433258494266,21.73794916165012,29.63285448300376,30.069282657788463,8.935785011694767,6.529730832686954,33.144364388817884,36.3743023756323,12.057519500397602,7.925475331692776,21.10515683751791,31.989864337538332,49.34306658201403,26.00135848424909,16.678853369086035,12.851167833646777,20.20086945556017,17.294138828473113,12.091056500691653,55.945490089966874,49.03744554390583,35.446493771350525,12.674280734669315,30.79984514319791,27.655184218928945,25.059996557610887
GENE0019,37.518443304376966,27.596406678260596,29.078734043914164,27.61759699067095,23.81690693739706,8.233361986841206,20.943127272021925,15.209253424890655,10.591793690877944,46.567753175397876,47.679315686567655,39.63094688874061,22.819300897052173,39.46098887532866,20.20694971028645,22.229019911415982,11.626236539071236,24.49565248589696,20.701226799928467,10.471674461736006,19.577901273337645,19.300581366458548,49.34224365040104,31.40938282174373,20.20081034205258,22.74609892571463,20.534495700343264,18.147685058720416,11.690615212045648,18.624428164116843,13.8315314253223,10.74931713831041,25.935453852735996,24.42561385773627,8.220625033499497,18.890472250973104,33.04435311832194,34.110725630348696,33.546026507055174,20.480159811786105
GENE0020,13.163888171430528,11.683184506238664,23.862363108945203,24.27968560010396,38.23172069816408,34.81296326985317,18.800541483489834,10.782204682472026,17.123412883104976,22.390026124546313,18.15522462301959,15.045108864195878,22.792747824382786,15.611707745725914,14.672382102343102,23.470079969204086,16.42827129162138,22.692902138956175,23.025493414566746,11.36212549761071,15.79004120879172,41.21855297652114,11.234172437860478,6.970401140216692,7.917515232873627,20.380019269171857,20.398444317910382,18.938456159913148,36.85881910644078,5.278187611783475,24.482704689308804,43.84756122218613,11.428492936676111,16.611525208191892,13.784627767429114,12.843360394153168,17.062259839210277,41.00699417715512,50.33463142645151,16.979901628297338
GENE0021,52.06693524257315,20.446019917633745,48.27170220775665,19.17007894444054,21.445801951932356,24.112665366251804,98.43799323845504,30.742399329480975,14.10272068317871,32.60608525242639,16.761485611967917,15.723004717863848,31.63615714554146,20.400161018557736,23.087421773461475,20.22647947216868,23.766845500824864,24.84068787017955,7.625642137085029,28.030307466346112,12.2925119210374,9.765447910234254,19.50740970119861,20.94689659818819,14.200070334288542,30.43264645774385,10.266769493013701,16.387652019740557,14.992692751910083,19.623078829343193,23.090750874930873,12.134510799588138,28.850904339753605,20.728326280099473,7.799244525846625,7.543635893631119,19.96219737067842,17.984609081555377,19.073309382178437,19.806472371519185
GENE0022,22.483459819738595,32.259894581818074,11.524181300669586,11.17874495694673,11.627094078737716,23.20710156063879,37.43004369606522,16.188972181184262,5.749713790011134,8.567736414241512,13.24316590480306,15.197570145919963,16.37581721233164,20.476759528206973,17.18654541835602,33.942564109955484,14.324786337894125,13.050690186991137,25.51936993897642,9.320152255927235,24.40641121894662,21.142317312440458,18.658069902368005,44.43991506649546,14.715425205886195,56.26929954509393,17.94451101952378,10.606762586086427,20.80014151931635,11.72680679178114,13.792460138750588,24.49616684508806,26.517132786282055,14.715717641376996,32.90756506496335,35.828865915813715,41.188161724469865,26.172433583478597,39.71442040184155,7.84283821455837
GENE0023,17.133690428150526,13.02013977120361,21.31930351396895,15.09366909090633,18.484288094185448,51.47454636251004,18.451397295454253,24.70229510616423,17.88326456541926,20.860483840915972,20.146052031091962,25.13250511921788,35.96886732491005,45.77311906338166,23.448582398011066,26.971302840677577,11.297345034429348,19.222118646067837,32.14139401056663,30.968926140788742,22.32718214398978,31.286821789029396,25.671549478050277,36.60383912857478,23.212236581395935,16.812973864509264,23.758031184751403,4.639946388986195,24.323497737320352,3.240713713183806,8.48473185796718,25.1758273110666,25.50219861473698,11.232210744023432,14.068650863321439,39.8559017864573,15.768037281323688,61.64919402961213,20.066265533296956,24.63130237790281
GENE0024,45.079932834354025,21.445472655750766,12.168224558832566,19.013253224908514,19.73107160230369,10.151578127047198,17.673811441231592,13.858571928635852,31.886377424333727,20.43616115124901,17.437134964486617,19.04698906383075,22.456071188855315,27.341538425414104,12.18424697306579,11.93178900874932,34.89486234759739,16.343521232124992,9.890542066636735,25.075878163029007,25.32228664459313,9.343139880339928,22.52759174579028,29.0143793343439,24.22035089531848,27.54967508497886,9.952914779700368,23.701067219789117,17.265151750051903,15.777816281481911,31.0400344356351,42.08272211311595,49.263578110725376,38.76058716923722,19.0131892460285,23.95938443395903,29.471138717529406,21.340122252432653,21.442653530422078,30.32209230875928
GENE0025,19.498912152982996,13.94828458394389,16.32607408841986,27.57625810297989,20.11562036015329,23.809983998147192,28.079495742300807,16.652814955807383,29.315725596233335,24.274375838344547,10.832961278386337,41.31197442494223,15.636808092344873,8.779788586821507,11.911188222778772,12.054974781300357,20.61639554193135,17.51529934402168,16.9723239788783,27.38104491961849,23.80600073443091,23.524064896323097,24.65338537197786,27.332250282527202,7.000792305227486,16.739662002832098,6.752379543703834,20.450962827276495,20.03906290484066,33.8780102050935,36.372652828587654,22.228772852288195,15.639808038701837,25.599698044337032,15.42579612864763,20.071555715496597,32.8866946645088,15.197247516372554,30.049298600318863,28.182484962092612
GENE0026,12.461004043269407,32.686006943743784,28.482309426953517,21.135687102992893,13.719775661839439,13.071012481618888,15.350817217612713,26.34549339337785,12.455812934301974,24.997007665138998,10.79542286563969,18.137211426876426,21.21744832325693,68.2082191190024,10.087955346345602,41.93023992676268,21.648176119432026,24.669951362321836,21.309946950602043,25.087341823187977,18.599923128215792,41.55530084780902,15.986816724561924,35.37895974981862,14.553280613102721,19.489465265660712,11.751944589254542,25.216835835953358,41.37028950785708,19.323498807591246,18.20246729671373,11.503962238036404,17.90990072785357,9.057588096862947,12.724903852859132,22.497248729718915,38.84217337038917,81.8268501027813,14.979872361588413,41.16753985891574
GENE0027,22.688909576774194,18.622605209200685,24.93561806813849,20.717075049047647,21.225384825658175,16.376271356296648,9.983614210453247,9.283024398737428,27.844137503316798,17.490361450791653,14.908858256720583,20.171138858496825,29.88827091835523,21.98107754179087,14.468480600069412,37.08254886026216,44.23838059244281,25.720242496813608,32.6822381886714,37.37417651433715,35.34120834157764,27.304447159956386,27.090240220026526,26.045116564035773,11.603782966236444,28.51304148087647,10.196994443193622,13.500142925163273,38.54330960727038,30.572780328661143,42.254005111250706,17.534367428643673,11.289528101410982,17.810379431189347,21.1368010873418,20.894675341656516,35.404546332959285,16.766197190823878,23.951171472116,12.251966139343473
GENE0028,25.157564810748323,20.11677964655704,13.805862638941905,17.851460380498175,18.31851188097677,17.547692070880068,48.699590485627795,19.120804801117448,17.77960377401368,7.037651503024437,12.844251074178736,17.609935992410236,14.254514476511726,40.07905171490285,18.495567565096568,38.25300520583627,20.71488071292935,20.462908753028227,19.21328133598576,20.123698005053672,47.436762180371176,6.297763917254057,7.383347509034078,15.308597282487106,20.231968268178747,28.3620564785222,25.445619312703183,16.574693489444183,33.43227820471866,33.619212413519215,22.021712877810973,32.50288277734602,23.01906145741504,15.169070005081716,28.47163759053549,21.227692118192014,20.098997202091336,41.94993091602383,5.897708795425996,9.886378641401379
GENE0029,11.094669711517819,16.749521257412493,17.684630254012237,9.453047498327006,12.273236333976607,13.06032698587582,68.62878451289103,49.44549609167048,16.34832247492935,16.74681941965115,11.306728617761994,7.736387082272379,18.945376295487456,12.195585090014948,19.251225752651163,9.024084652037415,13.722169969650903,21.63502539895467,24.121529908553843,24.74778473546387,10.378698742878093,30.79470824735865,13.462312996626862,27.561750423104982,19.97897881773783,10.092638033200826,17.14833608649405,24.111330398508148,27.28897270139655,18.71838229177661,43.20211469393671,33.24004705145381,17.66654859924583,29.22606377166953,52.82036106423424,53.530002996942635,10.869927806652472,12.638319695778206,42.201653104491044,11.832612312054366
GENE0030,10.368054885685572,15.75098549854734,24.781895210599963,19.083071758506104,14.50826068754902,14.337719174482071,14.066997735467607,12.938989381442088,62.8541170362104,23.307041741857827,31.292533638902565,15.728294156232643,18.302207141630376,14.058441154849877,5.334236871026897,10.084457342463645,8.122927835109188,6.521524130872829,11.048785504750331,38.95775444602256,19.6441958117948,38.2935655650597,24.66761595482069,29.70393156155195,12.801361114566745,26.101048269287205,28.914902424386092,15.054491028402785,26.56966589860169,26.658122256683153,15.259827007190726,11.457170561090242,11.111002504964038,20.973353917385772,23.653354267995926,13.514147298552034,20.35430974735727,26.716157122757615,27.360362921269296,43.63851186193934
GENE0031,38.03437728275621,12.17463006402153,46.608974329540395,15.402221430063213,33.86684141068271,20.78004836248202,16.34505345796829,8.134803374883145,18.434386368160386,9.210170682038157,32.57840409956125,42.87960601209751,13.484548917572758,23.359070601167847,13.975478232051513,14.669311153707689,29.58440463165285,19.702211120765117,47.93394996831663,15.78221638137866,33.10446495669344,21.088053735641118,29.900912695746438,16.06143683710235,19.59394482928632,18.958465506507622,13.223181222488831,27.967434152051062,27.802459911001453,27.025404943674815,43.314299672139775,41.45764901975053,16.651955468327042,24.204199694885354,14.7051776869549,20.321463810973402,14.881595906585849,45.152026138393,24.091258941236784,18.01104959502944
GENE0032,36.48164604107568,6.784850743959595,7.3371369305018,29.90181938702782,20.70208094698895,22.76497453380209,10.348089862597506,19.853556196730587,54.69403779372739,30.328862288367347,21.86425852027582,16.1266477732195,16.489331137838143,6.926821537561348,22.847008973577616,30.653337717191178,9.135704761236049,14.429742874998379,11.260124549482676,12.395387190006732,20.62988625325588,7.083718080723251,27.30678535686527,29.280668934824,17.715654894274557,5.81037867411586,12.20432853786416,37.20529043088359,5.00783086185255,16.881836723854363,11.13395681135404,30.03265082897031,14.331257972536665,24.581079238823836,26.648429267913006,50.30542478330015,18.147431366020857,24.240436896248262,9.558896202772713,36.42323086489128
GENE0033,13.732229331380303,15.174599097131077,19.86334557877655,9.19406187533209,22.51957688004087,32.58112511396962,23.253761682654037,9.075252631185812,18.879852587759846,29.10804078047935,7.853863819584715,11.73548306699638,31.133107476578704,22.98973281921103,24.679817171883563,50.89412038460098,25.387994105132467,27.908854532030396,77.89585666625005,18.049134273736293,13.477998539884227,24.875868552626024,25.01549704684137,15.435071712299846,11.98674541078201,63.74700554199449,23.651386409691494,13.927388669387778,31.752299602459146,19.01878974078828,17.699905079779544,26.605991531192693,10.528215734629299,23.95827083832231,52.27286505686027,25.357862280895908,16.64140635100745,15.587157839109391,16.359847560730742,17.690338816354743
GENE0034,16.628144867599367,31.758351195669043,8.44348762019543,30.90753561495289,16.612521818695,24.251388969783267,11.433024401932235,39.02941269004141,37.44291401155693,32.453077045954245,9.41799868413472,30.403585195865617,24.592156332372443,9.001258279828614,19.843000158971737,24.10133527387196,26.523672520934635,21.947004994121762,23.233976425225098,41.96373093849228,37.07774613317715,4.789722723000629,17.13770012762761,18.49821953734174,8.364116528646287,21.054020281054754,37.50142327309204,11.666436805070788,23.76468058341116,12.706177103909809,14.35422017988053,42.043164515143005,15.313290170486228,25.30763792661889,7.880496755882891,50.96600188374508,27.14862018445887,18.333868346499017,26.783157942835086,9.925332085662532
GENE0035,36.27995449146292,17.081698244486088,18.137202987546985,15.70803229256307,15.024381256284768,28.42688367850981,22.827214099765406,27.82330755522127,19.99740780206623,25.961116659737783,16.290394311121467,61.24400215958143,9.170894169177684,37.73049531534415,39.803455310170584,13.117150822549169,61.22997182123328,33.04086542210276,32.64101098467622,20.368938002580713,18.018282212043438,18.08884746986635,24.416650525563057,40.471302290075506,21.99152405577649,12.734033195499528,30.332311521971207,31.835288417760342,27.86383925751126,29.158587119148564,17.540911191184684,12.62280901121336,13.012406970567575,8.866395782181504,22.611854536565836,19.264723169883826,16.119120043803747,4.58225203432537,10.76544282024088,35.17798024725779
GENE0036,14.40660814053498,24.053868567859734,10.020743404919667,41.237694007426335,18.689954181618173,23.220144474639813,64.25695043754938,42.87204793530229,17.231122378365384,14.93025823171804,17.06837770049139,25.918295887409677,19.05611281683938,16.483797479177678,41.82903122425283,18.97068805749199,63.420968900645555,21.017833294979216,49.04112329782016,24.014545550168158,32.5078073495081,13.98093302048127,13.106658568000043,25.275940565989576,32.92646103330449,20.49391988137833,10.5571497568641,10.174359865371025,9.839764707185532,8.299447476831675,21.21572558809213,35.25198926987797,19.951256155419742,6.486951004523738,18.258299975741288,18.51535710813882,57.28274105451024,9.693262373963334,16.521477459701135,47.13078233322905
GENE0037,25.153301761020433,26.61983292784728,21.26988491471795,23.68807529312272,29.630515671786164,13.400028590226967,31.15669934777506,10.109731669247202,23.669421580670853,21.96324735551947,14.759005751646994,19.859001141001837,14.712977444273438,11.75347964288149,16.830498528652914,11.565258904282805,23.603587945068227,11.301746292343779,28.673934699955506,11.125730246529749,15.132617934475345,14.697806954586424,38.96147605339425,23.692178505525096,18.06783162392618,25.773832177492476,7.003456594109685,19.656994028280668,54.53033154146722,21.45962479661394,20.77928515772007,26.41849121608838,31.431250022600164,7.398421403152768,8.661056900839982,22.312468450219054,14.049147517827613,38.70669688193998,17.157112403700502,7.634936579928575
GENE0038,10.654614040562706,5.079241757852498,17.86667474150665,18.28000676984944,16.24473156964264,34.44760656794803,36.57115877892786,18.44522977583731,6.907813527806911,27.34792862713456,26.514191402012337,23.445903412733443,32.81021417391421,11.218744010097007,54.837687906512464,12.43215328506551,29.212931288805567,8.639339669839236,12.61476125419992,42.870516275920465,17.629084887294105,30.56823208603063,22.61193115892403,19.058647241137155,39.72279333927115,17.844058357256344,8.245197801626905,13.441943818960812,26.458986751271393,24.47750550585111,9.174894313248318,13.98281031122521,15.016345764118656,16.731032071138554,10.09502982001205,14.670144555743596,13.953003048175038,29.540630767788322,30.101068079532396,18.67330139807172
GENE0039,16.510228568211346,21.541087459084476,13.352617676640804,11.32014587205873,12.552117739647864,14.622967630336806,11.22634333656258,21.78082029438672,28.92938431550879,9.083420689620993,20.339490794221852,17.993887238647375,23.82545013541257,19.95601528529238,9.710428004200194,10.684620281083577,20.383215402381627,33.59544391048685,6.638634630972843,23.875749771146825,36.408818167201396,18.606054935236198,26.445902940147285,14.13233535710496,18.921841700710846,8.93113280624505,6.220363501446768,32.181215109118064,12.27423728535892,15.994358678885629,10.04202586573881,9.924586353326786,18.41344584061144,13.946260431895473,24.26379930384901,25.185519579268124,23.580611391417655,22.630541674061575,44.2070422124417,11.777643496585622
GENE0040,19.541346748756116,35.387013772783554,37.79851834628249,9.866233555808918,17.18131195983382,39.609165675622286,25.894732058665866,22.145437996218238,18.01415167709762,16.578381662724574,23.1990082878478,17.704395418989282,19.662449292314005,20.890601170396177,14.310080739893566,26.207999456709743,86.23898384412189,8.26067811439544,23.617932190833073,13.734418144753265,26.808025154618093,20.55858749586527,29.39802181924591,36.15275978367274,22.113992630817684,35.37573539176416,6.220504750804513,44.48829624981482,24.228535125565518,34.42977278072769,10.914171993064281,13.25818449136691,21.605958801234376,19.915156108275756,23.139342190971263,34.54481893369387,8.309420260452368,32.684780318118904,20.168882673717587,18.139811793954685
