,SAMPLE_000,SAMPLE_001,SAMPLE_002,SAMPLE_003,SAMPLE_004,SAMPLE_005,SAMPLE_006,SAMPLE_007,SAMPLE_008,SAMPLE_009,SAMPLE_010,SAMPLE_011,SAMPLE_012,SAMPLE_013,SAMPLE_014,SAMPLE_015,SAMPLE_016,SAMPLE_017,SAMPLE_018,SAMPLE_019,SAMPLE_020,SAMPLE_021,SAMPLE_022,SAMPLE_023,SAMPLE_024,SAMPLE_025,SAMPLE_026,SAMPLE_027,SAMPLE_028,SAMPLE_029,SAMPLE_030,SAMPLE_031,SAMPLE_032,SAMPLE_033,SAMPLE_034,SAMPLE_035,SAMPLE_036,SAMPLE_037,SAMPLE_038,SAMPLE_039,SAMPLE_040,SAMPLE_041,SAMPLE_042,SAMPLE_043,SAMPLE_044,SAMPLE_045,SAMPLE_046,SAMPLE_047,SAMPLE_048,SAMPLE_049
GENE_00010,792.4512387665179,5662.434267668464,7.580966762788804,383.2602850557381,33.83482989486489,46.923804855315296,38.015274213324204,22.08269656666084,,23.591244504008305,213.51125160041352,112.42649850817794,77.08277054747646,0.0,39.22181979217251,563.1569321841562,338.52916754083236,17.59589068239719,,558.6650659741763,4.410399690781577,368.5204720537924,0.0,389.1532471612355,27.011361325753874,4.015796860924448,5.725415505769491,163.39488744053128,0.0,24.32164634202106,532.2881177998854,5.349268782839293,0.0,13.1703435402416,40.29904552365792,,26.553810775765168,68.7783428715249,0.0,,789.4876763442902,15.496067633680346,428.20769896604014,2652.1800504183893,1.0583499028026,30.150740670556008,470.6639014968279,,311.77810932756574,44.346315458058385
GENE_00011,173.55623906891782,106.9078924609134,0.0,,0.0,64.04386147440832,55.042723151383605,61.44888805730396,321.2521732489016,62.88786090919816,260.57007584988224,9266.154259070176,0.0,76.04118124884185,1612.8369058955068,64.5326547166042,0.0,19.43643688787432,3.4616254927937833,72.26176479898537,151.4353611435712,4172.191602819518,280.6692315117591,94.1718268467287,766.7288960945181,0.0,237.7522383772475,693.4855393019767,7.712385232751869,1461.9231682231666,292.06980005561803,64.67819787792622,526.1381033703954,13924.229283904751,0.0,0.0,59.22111798028476,27.121079343189482,781.0753570526047,26.784740691634827,0.0,57.093204922375264,386.82007076570835,289.2595004276746,1182.1379362775838,53.51527902013313,86.50914487199287,20.956996835442506,0.0,315.63957781185593
GENE_00012,620.9423837121453,21.60512199832836,777.8027090638501,2056.0393841297982,312.352035589916,5830.468810655009,0.0,11.335639016219417,3.8954942576068086,2722.6193370270644,505.7246631398254,122.2528844385415,239.1756734130491,0.0,18192.50588526109,,0.0,583.3540618885675,357.55154299814825,0.0,28.115250557836905,350.7935166658018,,2014.4493403241784,0.0,53.38707348736697,20.507493572705854,115.40251640829764,165.91072202897087,1323.960678373025,5.028243611708814,3162.444675346672,108.20030690212229,63.19580106528075,19.605129662710706,5.421034455932701,,,,0.0,75.8251931906007,0.0,88.3068161102952,7.342754860198132,90.78679738879852,86.01768034275997,0.6745069591567233,133.14120635928793,93.51584990069547,597.295956226135
GENE_00013,6045.600822419601,1425.5372211386161,87.47880878714541,16.381000257935803,25742.370382222805,168.61378906183026,0.0,142.72558285891049,222.59266379166183,112.21909165921592,47.55324098055158,50.17194858419511,140.28378679017717,,35.99868444152953,185.31079995900626,89.94690259032544,3032.552451177198,0.7461969862989885,1329.0074490440115,1810.4746814958457,2.3688236815575725,75.47479592329285,0.0,0.0,31.32343767439294,16.100467503742035,4937.1369966815655,964.2559679609179,1887.691985246082,628.5050909059198,15.516383373875207,51.98522104123677,394.9460299214979,12.88088439099541,617.6962676473096,91.77585115290573,70.13054157063586,615.1830934385179,360.87319021243644,72.10098230220603,1508.1810585747392,17.079404882359537,508.7064921012505,485.9970315386948,79.91048904954964,284.93641339592904,12.155391876969109,942.0459366548823,102.53413085614753
GENE_00014,47.362658094198046,1098.058179008658,32.936872479132106,8.05551993466948,,452.7318728262641,10.406404670964077,4504.663710990842,2.0947230303929474,4008.5822008904156,205.47309273017572,111.03593987879405,45.30611361270336,299.3317182573628,124.96213238531558,1224.0054545226487,169.3106939222821,181.97761377266153,65.10854048860242,120.22787590449663,0.0,4.4058947932250625,9.08758604328906,595.7423907752616,189.6179070058489,102.72272081693268,,297.42539211370536,50.424675039202114,31.292878546890236,219.57426451109512,20.97338902280799,335.79656370415427,,1162.4803971483946,381.913813799909,247.66065155488934,,4150.353909246413,1128.6078150191356,3.736881863463621,11.48275180607205,,0.0,417.9317078961682,34.761566783074485,215.62343482014558,32.76084771883388,43.68323517327172,8.905577860297338
GENE_00015,19.38402637153741,0.0,17.447028197206794,0.0,18.395720546153775,23758.127605512123,329.49185618983387,177.78733407245304,22.06958190069213,498.4661059592891,38.84736244359442,156.7944113695781,20559.63389510699,101.37191057601741,1223.4897298658855,30.10113822918569,114.54168927759802,4240.8419748496,0.0,4609.215519519405,505.9408206070899,39.88428092233479,0.0,859.2197718918259,426.04107450583825,6.420850337269696,0.0,,127.8852198622756,513.548356380485,211.74908277178386,10.270865372682977,317.473929138576,503.2924892021002,454.67409876638635,1288.9219510542289,786.6978977536553,371.8015181255305,0.0,5.35525398868395,350.4564466987812,224.83692785047626,0.0,11.54789129409143,17.079636726321,0.0,137.1245575931326,579.984509105647,157.06139066474393,157.51367485793583
GENE_00016,949.5365544400856,0.0,176.20497887614363,0.0,60.97195237573343,78.34030090488959,226.7105195624209,55.80755044416338,1791.697309801913,24.293086695476685,100.04930633847088,60.33692671470097,2626.381139100856,215.40413668483603,1144.9262404781425,7.4505337200885275,248.01939479314817,861.4939277029829,171.39561025657693,0.0,51.66752887313187,2435.9723947249695,14431.991645545711,70.36734423859988,59.64446621806518,2715.602041610326,3495.1944560027373,52.158123738142024,64.04758776009379,84.47290079518547,10.085502311316443,23.63423052278274,19.91988474997449,31.95743527755395,138.46675008628617,237.08754593869514,3297.767441513213,20.151765824482563,0.0,96.73954959452045,134.43389358325587,572.2860674792527,0.0,318.88147830037184,207.03842756068616,397.3837855756899,264.63123420460926,20142.76165620753,41.45133263544281,51.31617938099887
GENE_00017,46.83462523055977,53.621472770770595,,1756.2513465208465,2790.322148462746,0.0,0.0,418.10598388132746,53.97158740930033,577.5340912262099,244.38622893045473,7.8570844897669945,3597.2114973482994,5911.525410381954,47.814381220460916,0.0,0.0,317.9256077575068,607.8890507010144,9075.310878239437,0.0,32.99345962005805,10.321874503960096,37.75220020923998,152.4215278022318,0.0,52.70853526535296,232.19462092035826,143.61759943651182,1598.4449780134191,23245.45369156382,51.32933669683401,55.76358818843544,,580.4379932074698,5963.510826465847,477.16215020145574,72.34279179205548,0.0,1362.95056416317,765.8331777412848,409.3408005319949,1253.0669424138048,1538.54305726235,2355.0517531644346,543.1686033687711,106.24670965438624,199.0243885746452,1657.4207915533868,28.96617175866028
GENE_00018,344.07005332042036,74.94998598922943,174.3366688397972,2122.611369005664,241.21696502598928,180.61573412351697,10.845891886414599,732.1649238009994,598.5242394730335,12456.627740490138,0.0,255.13665857733628,271.03989652405846,3859.9334516125095,136.0343731422159,287.5916850181311,555.1796092713925,0.0,67.39908439400823,242.66421296391775,1409.1784612766223,21.12523005679223,214.74215096604598,40.57925731132791,1796.4933773308765,7.054221207163893,48.528745129410844,,3398.359378695591,130.1255141143364,48.8913723626879,6388.879238044798,8.198672075692858,0.0,357.81958258352915,0.0,19.25044862656962,611.9881347118869,241.6768317081024,48.0308128113539,11.466058111807644,849.7266049915157,544.791065942739,121.71086494185425,5962.67206174128,17.458566888524622,0.0,0.0,135.4805337027576,0.0
GENE_00019,73.73273325474204,0.0,0.0,2144.042117401309,101.35372249964544,1116.004997901727,237.07336517132356,,373.32655478337426,292.4623902889845,431.97360113651695,1704.8356948657527,176.9666501455836,493.205771484027,0.0,2128.4587155722434,30.880791430154446,4379.981694321779,110.23374401424762,6.83030107537664,154.3353431622837,30.5943589281815,641.7546439686324,32.3842113351682,48.93789727530563,3.3903004239803,60.06260059103757,1.164441236620318,6.247581026237065,679.1413721468518,714.5123751983982,347.5522882848779,21.456930936006714,134.90587158314224,147.34767375015343,14.63287371050615,3001.2873837993393,,95.39933925105376,0.0,225.14972287373575,2.500598899917927,90.5267362234251,37.94096898091005,20.02056469855235,,5406.585646739564,534.68924225399,47.3535608918791,466.45687053507817
GENE_00020,2545.0275071621163,984.8144323740556,174.59108873145385,42.49185067234638,626.1766321575647,340.4119952992763,928.5017858155607,551.9897445735045,1264.3220070906634,53.12860272516298,2160.238681651501,230.07033659479697,9835.04798013262,39.0487251009696,4989.612200524812,0.0,42.11272101152032,58.87486126853578,81.65403591752091,361.9542262013978,440.91708422564056,49.194698134232006,147.59568532850724,0.0,4906.284455439538,355.1880399886719,160.1333581217642,188.6819236062663,506.25269682122564,19.1904904946773,0.0,5.274225543813171,329.7867538770693,541.5264328653703,56.46534433735949,3456.3677264056305,12.787506940002844,7.934737241602336,0.0,1204.9539208370174,4306.39059340721,59.2775988099323,,0.0,105.08246261028725,868.9797957310896,547.1077446695027,6.34213641735028,,2345.3330779395965
GENE_00021,38.40317753386556,296.15195211436594,,0.0,44.64111519715802,35.023486230072784,127.50524047061595,1400.6947548656337,398.0055367643556,63.94586993988579,628.0771622616624,0.45030973463726,1335.147442039563,4.1364504874781485,64.99976956014244,14.295228613764653,10.073444018204443,0.0,52.66037129512536,268.3449744702751,122.17133560550006,348.398612302895,156.47705559064926,10.311720481075891,984.1705905055666,55.28418232337207,6.598459433904343,63.04001465797116,2985.491238410995,812.7661942400094,73.8987365595067,0.0,78.0016435456156,9447.41055053017,318.5791346093849,350.7533585874788,1165.1054862798248,239.26657766130876,88.40386658696481,100.21323861504223,128.6116606093923,0.0,636.0384943868246,0.0,642.4443218603296,126.28823070524935,173.68970117812077,2.7280815437427686,0.0,0.0
GENE_00022,1169.4444859479645,0.484689470844635,10352.81048779546,0.0,1457.72099158517,0.0,541.2123453530745,19.325641140008493,45.63732788358817,7305.089709850073,108.51615929205187,245.4589303306275,0.0,428.21597077672396,214.66994461646925,0.0,19440.135875326905,141.60284925546873,0.0,1299.289283562714,,1706.7128816758652,570.0501509285351,16.15539535399715,4167.730664848397,14.988889309853835,271.855569417046,32.83346599508736,130.54569344440537,286.4387770379281,282.2277674421906,345.1025117734587,3742.175995200562,367.62691391727304,91.07530842820238,1020.6289527372112,1601.8924296657065,12.74048055653779,490.1934649940763,603.2583129126486,81.84874684212934,2324.8565719233284,109.93494985745124,190.78610033114978,104.98908070165379,0.0,16.567614005159527,8.330289711047905,3601.1557927166373,27.277912352071368
GENE_00023,0.0,1.7398956996382104,35.96987924222344,9.156150223680886,3444.8502584939633,972.8594042638578,0.0,11678.175144987714,0.0,67.42006196422746,0.0,12613.091242707198,0.0,,997.992997665735,16985.413215841887,2057.302695972901,398.7854831137651,,,589.0214351734902,0.0,159.01644170190468,113.91119346293124,,0.0,5.023296400108689,121.91459351312385,20.549113178869813,16.32701937076317,212.67991783552577,2401.874066559717,931.348198329024,6.417308498178772,20.506537276776353,974.1276728202199,20.801502359549275,94.70186559075393,445.9042300128125,0.0,,10.29799287934369,44.579080954427994,281.33999042192727,6.135015060055665,358.1491343024763,142.69712857152098,448.0836388423078,232.25322607602152,2271.6934826804068
GENE_00024,158.47604530500197,,157.5510367987729,365.67702590980286,136.0298821822037,133.7988864662988,30.30070765714158,32.76472920769691,7.462898661571124,4081.8595239849533,10.251540347458963,30.85639577330534,,738.7822309219596,68.3919471719397,1496.1322966661232,32.078088454384506,215.5391939155752,23.207148039251408,,11.472554351457815,,438.2143633710034,282.23855069055503,85.16402689403083,114.4752452045665,162.0043106709357,110.60839570526473,1020.2043543259256,12345.488889005535,48.66774206316127,0.0,124.39175541347221,25833.275173144248,29.744697001741073,3937.233549548097,4253.092431024895,49.04918237140266,463.1107185197474,3853.7163455667674,69.52904076476422,98.77448079036198,,19.501405475016842,40.50578931183741,0.0,158.882817955876,31.818679973824114,236.8842969919925,6.607522069724073
GENE_00025,313.0754165411051,0.0,2.995803150409955,341.31192123228203,1881.8707285519401,0.0,4581.713886702527,373.42667370934294,39.435243951066035,0.0,493.40851884752385,188.04746931764674,474.468689416997,0.0,226.6496181379178,9.556816320141023,0.0,26.492677169379824,37.10025189912662,0.0,1432.6825652831496,546.186168904634,18.17520159347438,85.78693696813802,1827.8195714999458,0.0,,325.91469612219305,217.913508264017,79.97923764837579,,109.40540856895412,611.684944491883,1005.6653423033124,30.815600731026784,0.0,3.771939229881257,409.9284588343193,16.334293405641073,0.0,322.84011770934404,21720.22286610406,0.0,793.9190857221331,174.80284120021201,121.78055476241634,932.7646945419727,83.0506706782479,253.35321660823436,282.42008126662677
GENE_00026,37.99214112843275,1051.1550984851965,101.86421692493947,31.882903134748734,,23.965715054864127,152.92116817933893,141.9283339807398,1268.1968467659076,373.51445263847086,137.48383076065574,741.8097670179632,2330.819802514052,,147.5645154305358,10.484392979689547,17.172905961969278,78.5009576835858,42.714388423482475,,161.88077103639483,416.94142400819794,125.53224741708443,382.4368420718523,164.43396529506757,2.8549857940814736,22.67650150570385,111.25500274801394,13.205197661428894,492.67880964671286,3170.0469094240143,1698.5389229220739,96.84524171044758,2926.1775905317554,199.8036060608573,75.62811138335466,0.0,81.04954440642929,68.28201189924631,208.68635786626754,204.61864166511376,149.32005767642087,355.62483449646817,1605.6638272252183,991.3902697503771,0.0,0.8977691905737784,961.6396751820838,9.643099705672759,94.67681990074624
GENE_00027,,4.659542698860923,505.6292239013868,781.4791779400665,0.0,0.9615522251504499,57.41980557578863,374.8351000260998,8.891137976083433,247.05179839642528,166.04494203160777,545.3682117317878,217.46521833046728,0.0,0.0,124.6885513759709,162.1090255625093,26.478743182454586,70.549435920345,29.173849913947684,121.14474439453477,5251.637152130759,11.012994561176672,6.792067515722756,3246.1301415759262,97.6463858815627,38.933478981420656,1187.7420833461472,44.20195065280602,5721.689609853268,,,11099.068074582588,0.0,654.7089226866073,270.0440680858425,2005.166901255393,3371.194438885814,158.2234537490221,32.889855254936805,372.390965862592,38.26628649987641,8322.970447635882,195.0138656952816,71.47565465448847,214.7255308175033,10.03167333380466,21.258821167063076,1637.339284608707,39.8934217569708
GENE_00028,15.578907325642948,369.83071549760405,1354.4465226942611,532.5338648558507,926.8903203732071,27.830977337965418,7.36043133793368,2546.326914652474,66.31261778080368,0.0,1801.0554873718825,384.5984830834311,314.6671502752681,9602.171598068915,34.90755946882503,808.6936163620518,141.70764822332987,216.35583314731227,2688.33339016094,349.1184918534823,371.048220406858,1080.0412834715808,0.0,23.60174229879626,15.644532300370301,2.907480275113899,9067.158966164523,16.339463715699562,,0.0,274.46215857510526,758.5998451119467,829.6027541141136,0.0,106.24593756882142,261.1669612233009,90.25308212802504,3694.8349061284775,396.2121908701246,645.3259720136008,558.7837447176228,1551.4538142115105,213.1600127850882,11.093242111047552,0.0,40.33768777304293,51.56105484741523,,0.0,154.86335593208995
GENE_00029,306.9805005505218,4981.807687044852,,30106.14048065282,512.9290315349322,4.8919582621887825,746.803013188337,354.75768324996056,,636.1795957866959,125.487510574175,14.303749871572894,108.96989916891917,30.207109054407493,,537.1487258702293,4670.0600672797855,364.47620346382405,15.140179140117928,402.7530281408867,1812.3528143240228,48.88899869517291,126.60650249415266,0.0,34.443544007567056,542.7022720825398,116.524750698016,343.4580186737042,25.153967671366384,0.0,0.0,70.40988715295713,4693.471138301146,66.73487159161827,232.61144685776353,958.3199159774807,8.699525936634902,4.385845291152122,7.019467573002875,1854.1250764095817,49.21919591184123,24745.491043427653,48.01458422048291,214.67013763100846,3242.889087497286,8202.430373234733,9163.716925657529,1663.5887762569023,1150.6992172866608,485.4391272972372
GENE_00030,584.1193158038408,40.8951586183628,23.974370182531988,122.31922217785161,87.62040218326106,49.745848796941424,495.7927578143231,832.1340408628815,146.9653566701517,2364.787109195505,12.553567513963005,0.0,29.36309096500581,2.945592199671033,104.3782944039811,96.53330716317035,2540.922807305995,434.85232322886213,15.87919034760234,5021.923216522502,1415.8006898074398,394.48397737711196,78.28961159571952,18.07454588973785,,1309.6264716725946,6432.847799968211,3250.249548547132,55.829430375288275,15.811936562186215,196.71824839609295,4.319420582651433,283.25156594103345,110.47561605294543,58.435699522465946,6.114077293662915,414.5527437402602,,14.298667177900205,0.4749601246563169,140.46666346356997,5138.43169064484,4115.511592075385,0.0,44.50385787685632,379.0046644073309,,271.3973001908659,,1726.525778457885
GENE_00031,118.90423144615649,0.0,25.094818003703438,0.0,92.35767034177847,302.8863213144979,903.0661411672983,29.144570739349067,2875.562775914957,84.46855561555938,0.0,32.596443456828965,1.1389946914632754,851.2597720306452,634.1682758144383,82.76219955720873,166.10298353676555,407.6891430460906,6.3823401867154494,50.426719812664246,0.0,11.82301077171672,261.31913729559,9.635584218472248,369.2546480582074,138.20209016248202,5.869305821678024,0.0,34.15185304249249,29.355946316392,221.65860756160677,1476.2711568009258,19.459908251869138,167.89851167592664,349.89496192676836,593.6032782678146,211.21638103739699,71.23215430152055,28.355458709253245,176.31775019375777,17.386985664131153,0.4305460608518096,355.355823893952,904.9409402447664,0.0,19.698423173382302,0.0,9090.552254744707,154.71541782553706,34.60485940874933
GENE_00032,122.46764241770171,2761.1224810622357,0.0,35.70374982816032,67.23222621903713,,0.0,,336.90408648466575,106.5839278280506,98.49612388105287,7.746631598085976,1032.6249020917676,151.10354642950685,123.06096790514536,104804.80189866811,320.9051352077214,39.25416815347341,75.25817543350894,1755.538896269301,221.4463958153756,9.945137886717893,1109.980362739105,,0.0,1287.034651439763,60.66434986751716,1923.7519974636298,169.98513993028595,816.9250480873541,391.29651954777046,27.310921851844626,40.972468263092,1164.3539177917673,75.97841872277958,66.20149683685761,21.97169076431338,346.2628370015168,9182.454645838849,17.547898014610375,155.77908991311,2500.9879450921044,0.0,366.7731703378521,17.729199040877152,349.53866828208,102.07537081722923,1065.777641346076,1595.2282415462525,26347.46340938509
GENE_00033,404.2381311515827,243.30855818048832,187.07439923168656,62.57746353179091,249.56152509342095,70.24119562315549,177.6223636296974,1768.581094658572,16.939576024999308,1239.539121979961,1766.8753492435114,100.14315751863981,1.8203485494007154,0.0,1697.186034178579,,17.186656998088395,0.0,681.2830403780628,378.4957816239961,78.63945874252076,60.89121843204726,57.929195255563556,20.043750761130724,3208.276545953505,77.89478934205388,,3110.7903472775884,1092.9347587216917,62.59963043935228,332.7728684964753,141.402267191231,24.351568896962075,283.92739766177453,14.040140668626211,1596.1643947318373,58.60179956449758,221.92052266197402,261.536994298618,88.42812300511218,479.8087576509942,57.408517840786864,847.7574720240631,0.0,191.09279716523056,7171.413091859781,20.072231666835684,0.0,414.80797376146677,212.54709001368337
GENE_00034,296.2998356681222,390.9133646755335,522.9859704400177,1352.2313858389234,333.53540287743937,90.70354054912742,564.115548546934,6567.414949125975,112.71293730595272,20.92726997718646,0.0,115.50910678903155,1.9055536749928423,800.2747095966636,50.37300061786539,122.61448154685657,285.45156431220556,,607.2954044529664,0.0,410.0681222685854,87.44572771595477,644.0218558566557,503.1290357188478,22.62904588691318,1302.4003088014063,50.80897995712699,0.0,0.0,5862.710706935815,94.9231897157273,73.80056650257403,142.75941320086966,80.93452013339869,735.0097789984316,5.855484732545952,18.040787410377522,17.53842445077043,992.8853348835614,4542.472494762103,120.43396120687584,105.88531279581001,170.73357938227662,1515.8878792916519,23.22649682792506,239.06559383510276,1043.5621245843897,404.31259949140747,216.84075434546398,
